ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1990778	protein localization to cell periphery	130/4942	340/18866	6.21032162346681e-7	1.672905387321372e-4	1.3463868326665107e-4	10077/57217/30818/2903/56246/8548/9545/1969/23062/1605/79849/23241/10959/10082/30846/51762/57154/55327/91663/857/286/1742/81619/23095/57120/112755/10368/388336/682/2316/55204/80262/285172/55625/55690/11079/23167/2013/3458/10267/5584/2905/367/60/5621/391/5865/3728/2319/9530/64689/9053/283576/5602/64114/57512/7124/26060/2803/975/1740/10266/83871/382/5872/1213/287/1201/5906/115827/8301/8500/9370/51304/11031/6844/2207/51735/29993/9495/784/51763/1804/55704/22841/5864/5525/6845/10938/9693/23426/10484/88/81693/2042/23096/1956/8631/57628/55800/8650/3767/2902/25945/9912/27065/1739/483/5727/2580/493/59283/3799/25999/5357/6711/26154/6093/23114/4644/10890/6769/9368/8766/5593/65267/783/6249/10098/8934	130
BP	GO:0042391	regulation of membrane potential	162/4942	443/18866	7.552164421257822e-7	1.952989719337273e-4	1.5718041572327333e-4	4878/6511/578/22871/4204/2903/2892/54207/5999/6323/5350/2561/4208/665/22941/3756/775/57053/23316/10021/3736/83795/57030/3359/4915/6327/80025/3746/6326/1268/8671/857/2745/3752/9775/138429/1742/41/4719/10052/6334/215/9948/2894/148/2564/112755/642938/774/401190/54899/948/817/6330/2281/6332/2316/27068/9378/57657/1815/1525/785/375611/66000/2730/3747/2905/4897/90134/54831/116443/135/2557/3728/89822/409/7531/2257/5663/1906/2900/285242/637/666/287/3766/63895/6508/23704/1201/23415/4988/3753/2742/3778/18/2932/2911/784/5071/5831/81033/1756/777/9783/1738/30819/55607/10269/2332/6543/9162/23171/2776/23327/2901/151647/5025/2569/116/5530/6331/2898/6329/152404/88/869/488/55800/3767/8913/2902/2185/348980/1739/483/11149/57555/1497/4544/1137/64116/1138/3799/2555/3760/1146/56659/2899/7224/3725/2566/2743/1832/783/482/23630/776/2560/3764/4092	162
BP	GO:0048863	stem cell differentiation	105/4942	264/18866	8.689465724030064e-7	2.160669073302091e-4	1.7389485455012393e-4	5719/81606/10507/1021/9839/83737/5716/79727/80031/407738/4208/10505/23528/5696/54910/2263/2066/4297/3976/8854/5707/3084/57556/5788/7161/6664/6774/9698/3192/51755/5715/4089/4222/8463/1909/10197/10509/79918/2823/6608/5701/860/4054/8482/84541/124540/9739/1106/4300/5978/6660/1906/157506/122706/221662/2668/30812/678/865/429/4488/6496/5713/64839/6422/6662/5686/652/3516/8091/8929/5714/2296/6938/144165/2625/5594/2487/1482/5688/65979/55818/5693/2099/5704/3280/7291/9723/64321/11137/1910/22823/6910/54437/5610/11051/9037/5591/4602/3651/5717/9464/54517/93649/10443	105
BP	GO:0030324	lung development	76/4942	177/18866	9.300081116977687e-7	2.2268527563429908e-4	1.7922144624257587e-4	7481/1605/2246/2263/5251/79977/5629/4781/1978/93986/3976/8854/2252/9231/4087/3488/342371/147372/659/3988/6664/4015/5499/57333/10454/4054/5754/54206/6678/7547/1490/4311/10365/23657/55294/7124/157506/7068/9496/3845/23414/429/1116/64220/6943/6431/6662/3596/652/51501/3516/8546/5864/6670/7474/2324/64759/9719/27031/5594/1956/100/3280/3397/26154/25803/5241/1385/6910/10427/10630/9678/1717/2247/23210/93649	76
BP	GO:0050770	regulation of axonogenesis	79/4942	186/18866	9.68885308928614e-7	2.237086972222675e-4	1.8004511586594508e-4	57688/57643/10507/9839/9175/80031/6498/9798/57698/4131/10505/2043/6092/54910/4038/4915/1946/5048/80128/387/1808/55079/57556/7143/4168/65249/1954/659/65078/140578/8831/26037/4135/1630/10509/22902/6387/5458/2045/5362/2011/8482/4897/4133/22906/23077/91584/1826/5663/2803/5454/2932/27185/5062/8153/5058/10494/23394/7474/1942/1123/7074/2902/7504/10154/57463/9723/54915/7224/134430/6049/81565/8766/54437/9037/1949/5063/23129/2017	79
BP	GO:0010976	positive regulation of neuron projection development	113/4942	290/18866	1.1297776046536325e-6	2.518624901408874e-4	2.02703836653463e-4	10507/22849/22871/1272/9839/9175/6498/9798/57698/4131/22941/2043/6092/23316/4915/2056/27020/1946/1268/5048/57154/387/9231/1742/1954/57554/950/659/54700/140578/2534/8536/2281/8724/57118/3706/4135/22902/1857/6387/5458/5362/2011/5584/8482/27/22906/5754/6993/4058/91584/1826/5663/7852/84079/2803/162427/5906/7436/29993/65981/54149/5071/27185/9760/8153/23363/9638/5058/10494/55607/23394/6845/2332/7474/163404/9693/7074/23327/6857/116/8322/23426/2042/64764/3655/4830/5587/11075/8837/2185/158866/2242/10154/57463/322/29904/7224/81565/8766/57498/55754/9037/10690/2889/5063/482/23129/55714/127833/26259/5756/9373	113
BP	GO:0030323	respiratory tube development	77/4942	181/18866	1.2256173938782311e-6	2.641205483807588e-4	2.125693606294771e-4	7481/1605/2246/2263/5251/79977/5629/4781/1978/93986/3976/8854/2252/9231/4087/3488/342371/147372/659/3988/6664/4015/5499/57333/10454/4054/5754/54206/6678/7547/1490/4311/10365/23657/55294/7124/157506/7068/9496/3845/23414/429/1116/64220/6943/6431/5125/6662/3596/652/51501/3516/8546/5864/6670/7474/2324/64759/9719/27031/5594/1956/100/3280/3397/26154/25803/5241/1385/6910/10427/10630/9678/1717/2247/23210/93649	77
BP	GO:0099003	vesicle-mediated transport in synapse	90/4942	220/18866	1.2674648263234074e-6	2.6432774523163966e-4	2.1273611668986767e-4	22871/8927/28964/107/57030/23208/1268/26052/5579/9515/148/112755/5908/9378/146395/1815/112476/9829/8867/60/5865/116443/135/5030/163/5532/5602/9892/8674/5663/9900/5337/1759/382/5217/3208/339302/27445/114781/5906/8301/6844/2060/29993/2932/84062/22829/8448/9783/6570/6571/64854/84896/6843/8546/5864/2332/9162/8499/808/2901/6857/23426/5874/93664/488/26059/821/8650/27065/9381/57555/8573/1137/1138/2580/6093/8618/23237/6853/26258/6622/9751/23413/8766/5533/783/776/127833/9373	90
BP	GO:0051961	negative regulation of nervous system development	122/4942	319/18866	1.3385839722524659e-6	2.70435793144131e-4	2.1765199259355064e-4	10507/7274/340533/22871/283659/5087/222223/79727/80031/79191/10505/2043/26228/6092/11221/54910/23258/4038/4152/5048/2066/80128/387/55079/3084/57556/7143/811/4168/7161/26052/10363/58494/112755/6664/65078/6774/8831/282969/5376/4763/9355/1630/10509/22902/5458/23405/2045/5992/6585/7101/8482/4133/6993/64689/5978/5663/7124/1400/7068/6653/9451/382/23432/10718/30812/27242/429/6496/1745/2932/1656/23251/2672/6662/6695/57534/9181/7474/8929/1942/9693/5080/9745/27124/116/5530/4193/10769/22933/5567/869/57187/84376/23108/11075/152559/50807/10220/23500/3280/2580/3397/2288/9723/6532/3199/1910/7224/6049/83999/54437/6356/9037/1949/482/25871/10683/8934/4009/1075/63923	122
BP	GO:0032970	regulation of actin filament-based process	149/4942	405/18866	1.3933052116223304e-6	2.729611573678293e-4	2.1968445489790046e-4	7481/57551/51571/5999/5350/85464/4208/26228/5879/775/55604/390/2044/10021/10391/10163/1946/5629/387/81553/91663/857/56907/9948/128239/50507/2824/8976/2764/829/89848/817/286527/6781/27289/4089/2316/23647/253260/7046/1073/6387/246/5829/10174/343578/27/391/1398/3728/57704/9530/9344/1236/6840/1490/22836/1906/119/11078/1894/1436/10810/382/5217/85477/5987/79933/27236/5734/287/3055/8500/54942/5345/22843/2314/7168/5071/51763/5062/8153/10411/6422/55704/342184/5058/1265/5142/3059/55607/10602/4233/6709/643338/25802/3925/11214/6331/10096/7010/10094/88/2042/133746/54961/10395/6385/488/54361/10456/2185/9912/1739/7016/4088/9886/57026/5341/9026/2242/9639/11034/120/6711/961/3397/6093/51466/163782/4853/9723/23221/9647/10788/2241/6356/4771/51474/285590/1832/10630/9037/8477/5063/122786/2017/23075/5756	149
BP	GO:0051496	positive regulation of stress fiber assembly	30/4942	52/18866	1.5267901334521397e-6	2.875488449239755e-4	2.3142490991316983e-4	7481/5879/55604/387/50507/7046/5829/10174/9530/1490/5217/79933/5345/22843/7168/10411/6422/55704/5058/6385/54361/7016/4088/9639/961/51466/9647/4771/285590/8477	30
BP	GO:0032233	positive regulation of actin filament bundle assembly	34/4942	62/18866	1.5567222849712518e-6	2.875488449239755e-4	2.3142490991316983e-4	7481/5879/55604/387/50507/2316/7046/5829/10174/9530/1490/5217/79933/5345/22843/7168/10411/6422/55704/5058/6385/54361/7016/4088/5341/9639/961/3397/51466/9647/4771/285590/8477/23075	34
BP	GO:0071560	cellular response to transforming growth factor beta stimulus	100/4942	252/18866	1.7657419892841517e-6	3.170978322422789e-4	2.5520651032256026e-4	28996/57530/6498/4208/51592/9392/2201/10637/2263/51701/57154/387/9480/857/200734/26036/1030/4087/51341/9958/50507/1284/50515/6664/2534/8239/4015/4089/1003/10454/7046/3175/5045/5829/5796/4054/6935/1398/7049/2530/5139/409/6660/1906/26060/8516/1387/1278/858/678/7525/5598/1745/3693/255743/23411/9404/2651/2908/80139/10891/23625/867/3248/6422/6662/6386/57669/8754/5494/57178/63976/7474/7041/2200/94031/58533/8928/9719/54361/8837/64081/2615/4088/2353/54778/135228/2660/3397/3725/1385/80310/83891/2331/5371/10370/23089/27122/4092/93649	100
BP	GO:0022407	regulation of cell-cell adhesion	159/4942	439/18866	1.8413176104754472e-6	3.2173292842496666e-4	2.5893692599090004e-4	340533/51571/27177/10563/2526/7292/10019/1803/5879/2113/11221/10326/2056/79679/3123/1946/80762/6541/11148/387/10288/91663/857/10875/7143/9231/5724/3479/5270/5771/5788/1845/5592/5465/83706/2534/2267/201627/64115/920/6387/246/2045/2529/3458/1432/7037/604/5100/3572/5621/149041/1041/135/8740/2319/10725/1236/960/7124/6666/30835/9750/6659/975/64332/2064/11146/283234/1952/27242/865/3707/64844/9370/7525/5345/5598/3952/5970/18/836/5573/50943/2651/80139/5062/3586/3142/57669/652/84830/5058/5781/57178/8546/51176/9840/2243/7474/3932/634/29126/3566/8013/170692/5578/2625/177/864/384/3655/2213/10385/54900/8728/6385/8631/3113/54361/100/1739/2615/8379/3592/84959/3280/3654/375056/55423/961/9580/8613/84466/9647/55824/26191/3600/140885/26279/4155/4771/9093/6693/10630/10690/1949/5063/55714/10370/4602/23075/1604/3481/53827/64127/151888/4092/940	159
BP	GO:0009791	post-embryonic development	43/4942	86/18866	1.9427127627701587e-6	3.305167897712915e-4	2.6600634865298875e-4	27161/578/4204/60529/639/8879/57282/55870/2263/26058/2016/2202/48/93986/4087/50515/25976/3658/5326/54928/7046/4692/1826/5663/159296/10018/64919/64651/7915/6571/652/3150/5864/2200/10765/2625/546/84159/23418/27148/2566/57003/1717	43
BP	GO:0060541	respiratory system development	84/4942	204/18866	2.0658357307956075e-6	3.4245199998957955e-4	2.7561203825432354e-4	7481/1605/2246/23322/2263/5251/79977/5629/4781/1978/93986/3976/8854/2252/9231/4087/3488/342371/147372/659/3988/6664/4015/5499/57333/10454/10409/4054/5754/54206/6678/7547/1490/4311/10365/23657/55294/7124/157506/7068/9496/3845/23414/429/1116/64220/6943/54768/6431/55636/6662/3596/652/51501/3516/8546/5864/6670/51176/7474/8929/2324/64759/9719/27031/5594/1956/7490/100/3280/3397/26154/25803/5241/1385/6910/10427/10630/9678/1717/2247/23210/93649/51804	84
BP	GO:0032956	regulation of actin cytoskeleton organization	134/4942	360/18866	2.2906701154128045e-6	3.7022955740359455e-4	2.979679573811972e-4	7481/57551/51571/5999/85464/4208/26228/5879/55604/390/2044/10391/10163/1946/5629/387/81553/91663/56907/9948/128239/50507/2824/8976/2764/829/89848/286527/27289/4089/2316/23647/253260/7046/1073/6387/246/5829/10174/343578/27/391/1398/57704/9530/9344/1236/6840/1490/22836/1906/119/11078/1894/1436/10810/382/5217/85477/5987/79933/27236/5734/3055/8500/54942/5345/22843/2314/7168/5071/51763/5062/8153/10411/6422/55704/342184/5058/3059/55607/10602/4233/6709/643338/25802/3925/11214/10096/7010/10094/88/2042/133746/54961/10395/6385/54361/10456/2185/9912/1739/7016/4088/9886/57026/5341/9026/2242/9639/11034/120/6711/961/3397/6093/51466/163782/4853/9723/23221/9647/10788/2241/6356/4771/51474/285590/9037/8477/5063/2017/23075/5756	134
BP	GO:0050804	modulation of chemical synaptic transmission	163/4942	454/18866	2.4994822816819182e-6	3.8133871220905985e-4	3.069088215002862e-4	57406/22849/22871/4204/2903/8525/57497/5999/4208/4131/22941/2043/57282/23316/28964/4884/107/4915/23208/27020/1268/10288/1979/43/9775/25769/7143/6558/1742/41/5270/2894/5579/9515/148/112755/6529/774/29/2534/10368/6774/54899/388336/5908/8831/26037/4763/9378/1815/3706/55784/1630/112476/57537/66000/7101/2905/5621/5865/116443/135/5030/5532/409/4311/23657/5663/1906/7124/26045/25897/2900/9465/1759/9590/3845/5217/339302/3766/10718/2668/114781/84502/1201/5906/9746/54583/4885/9370/51304/575/6844/57616/18/9495/2932/84062/2911/3749/784/5071/27185/22829/729956/9783/64854/84896/6843/55607/23394/5864/2332/9693/6543/9162/8499/808/2901/55288/6857/116/5530/2898/152404/10769/177/6507/23096/5594/869/8398/1956/488/2902/2185/27065/57555/8573/1137/1138/59283/3799/5923/9001/8938/23237/23385/54915/6853/6532/2899/6622/1385/23413/8766/783/1949/25953/4900/5743/776/729993	163
BP	GO:0007163	establishment or maintenance of cell polarity	89/4942	220/18866	2.5205177501210927e-6	3.8133871220905985e-4	3.069088215002862e-4	7481/286204/51571/7465/1639/57698/4131/5879/81609/23322/390/5048/387/55327/286/9231/9267/9948/57554/3064/5908/27289/154810/25932/9355/57662/1003/22902/253260/358/2011/5584/60/154796/391/4133/5754/1398/6993/2319/9053/1236/22836/9750/1740/382/6425/2932/4478/23625/8153/10486/55914/9638/3993/10193/5058/22841/10494/667/9181/7474/5080/117583/23094/10096/2625/7010/9265/2185/1739/9886/143098/55333/3280/4649/137886/6093/23221/9793/10890/23418/1794/9368/81565/6693/387755/23291/4752	89
BP	GO:0032535	regulation of cellular component size	141/4942	383/18866	2.5363595707640483e-6	3.8133871220905985e-4	3.069088215002862e-4	10507/51571/85464/9175/80031/9798/57698/4131/10505/5879/55604/54910/10163/1946/5048/80128/387/81553/91663/1808/56907/57556/7143/6558/8800/9948/1954/128239/282679/659/8976/2764/65078/829/89848/286527/5499/361/23647/1630/10509/22902/253260/1073/6387/246/5458/375611/2045/358/343578/8482/4897/4133/5865/57704/9530/1236/6840/91584/1826/56262/1906/6559/119/11078/2803/10810/382/5217/85477/5987/27236/1201/8301/3055/114908/54942/3778/196527/2932/2314/4478/27185/8153/57679/9990/92960/342184/5058/3059/55607/23394/7474/10602/6709/643338/25802/10096/10094/88/133746/54961/1019/23108/10456/2185/1739/50809/57026/57403/5341/9026/7504/5357/11034/120/6711/51466/163782/9723/10788/7224/134430/84561/1385/6049/9368/81565/2241/8766/54437/6356/51474/65267/9037/5063/2017/23075/84335/5756	141
BP	GO:0099177	regulation of trans-synaptic signaling	163/4942	455/18866	2.89945140939249e-6	4.260216673118738e-4	3.4287053389059986e-4	57406/22849/22871/4204/2903/8525/57497/5999/4208/4131/22941/2043/57282/23316/28964/4884/107/4915/23208/27020/1268/10288/1979/43/9775/25769/7143/6558/1742/41/5270/2894/5579/9515/148/112755/6529/774/29/2534/10368/6774/54899/388336/5908/8831/26037/4763/9378/1815/3706/55784/1630/112476/57537/66000/7101/2905/5621/5865/116443/135/5030/5532/409/4311/23657/5663/1906/7124/26045/25897/2900/9465/1759/9590/3845/5217/339302/3766/10718/2668/114781/84502/1201/5906/9746/54583/4885/9370/51304/575/6844/57616/18/9495/2932/84062/2911/3749/784/5071/27185/22829/729956/9783/64854/84896/6843/55607/23394/5864/2332/9693/6543/9162/8499/808/2901/55288/6857/116/5530/2898/152404/10769/177/6507/23096/5594/869/8398/1956/488/2902/2185/27065/57555/8573/1137/1138/59283/3799/5923/9001/8938/23237/23385/54915/6853/6532/2899/6622/1385/23413/8766/783/1949/25953/4900/5743/776/729993	163
BP	GO:0033157	regulation of intracellular protein transport	103/4942	264/18866	3.085532398750269e-6	4.432881546204553e-4	3.567669391116393e-4	9695/7323/4947/665/8314/5569/10971/10425/5534/7161/7159/2534/125170/79899/948/8536/3843/4763/8724/2316/3998/22902/56681/51547/6608/27248/55432/26229/3458/1432/5770/6934/5621/54741/5599/3728/23409/59286/9530/7332/7531/5663/55294/161291/6653/975/1894/637/2064/3208/29969/7327/3753/1869/9370/10055/580/3952/80184/6844/9495/2932/7545/784/5071/284/51763/10411/652/5058/5781/5494/3059/6845/9777/22885/11261/4193/57510/5594/89866/57214/51128/55486/57187/10456/57506/51277/9912/55696/4088/3799/337867/5784/51465/186/81565/160140/5533/55754/5743/7529/8934	103
BP	GO:0071383	cellular response to steroid hormone stimulus	84/4942	206/18866	3.284576465536444e-6	4.568659658701848e-4	3.6769462600990326e-4	81606/9131/11057/10424/2101/23543/1667/387/114907/1978/2692/811/153222/4250/51341/79039/5465/27086/8289/8085/3192/6781/9420/2104/842/5458/358/7101/367/54206/133522/7332/5978/409/23019/1906/1407/55885/2322/672/1244/10018/678/865/490/1789/5245/1408/23411/6943/687/9612/2908/6422/652/84830/5058/57178/51176/4848/11214/8928/116/8013/3275/1956/11240/7035/8837/55818/2099/9604/2660/2288/7023/4306/186/7110/25959/5241/6049/8611/9611/57658	84
BP	GO:2001257	regulation of cation channel activity	77/4942	185/18866	3.340592564972296e-6	4.568659658701848e-4	3.6769462600990326e-4	4878/22871/2903/126755/2892/9446/5350/4208/2946/22941/3736/2056/3746/857/1742/57554/3064/10368/388336/817/6536/2281/2280/146395/1815/84766/785/3458/3747/57620/81831/2257/6786/1740/782/3208/287/23704/84502/4988/3753/6844/784/729956/10891/1756/30819/5142/2332/808/29979/88/8398/57190/56704/3767/2902/2185/1739/57555/2893/4544/59283/3799/5923/9001/57463/2631/23237/4644/6769/2669/783/10681/23630/1612/729993	77
BP	GO:0000209	protein polyubiquitination	127/4942	340/18866	3.392044294163785e-6	4.568659658701848e-4	3.6769462600990326e-4	80351/5719/23194/6468/7323/84447/1643/494470/83737/5716/7128/9320/5696/7328/25847/64795/7326/223082/55284/54926/57154/114907/10425/5707/9781/51619/54620/387921/9111/5715/8405/9870/899/10197/4012/165918/4779/151636/5701/142678/51433/149041/23608/54708/7332/7187/140739/64682/23623/3093/55294/25897/255488/7324/55743/143279/10616/92912/122706/5987/7327/672/55521/57674/865/64844/283807/27339/580/329/51529/220972/5713/5071/64839/92369/54850/867/5686/56254/10193/9025/7321/8452/154214/23219/5714/9354/81847/93611/23327/127544/57161/4193/53840/26190/9830/10346/5688/10299/26249/78990/5693/54778/5704/126433/27252/9604/8697/7320/51465/51283/89910/26191/6049/23304/6478/54941/23291/5717/246330/85363/26259/64127/9373/7188/84937	127
BP	GO:0098930	axonal transport	32/4942	59/18866	4.314508993216288e-6	5.692510334927205e-4	4.581443169380905e-4	9371/5048/7345/80128/55207/23095/26985/3798/66000/4133/22906/8120/7014/388552/1740/3800/84062/9638/667/8546/10749/5874/127829/55860/11127/55330/3799/9001/3315/26258/81565/23291	32
BP	GO:0006836	neurotransmitter transport	91/4942	229/18866	4.715100588587354e-6	6.096625061043449e-4	4.906682570397325e-4	6511/22871/4208/28964/107/57030/23208/1268/55327/41/2824/6572/5579/9515/148/112755/6529/774/5538/5908/6536/60482/4763/9378/1815/55784/6506/112476/8867/5865/116443/135/5030/5663/9900/5217/339302/27445/3766/2572/2668/5906/8500/6844/2932/84062/3749/5071/55117/8448/9783/6570/6571/6843/55607/5864/2332/9162/6581/8499/808/2901/55288/6857/3177/6507/93664/488/26059/9381/8573/6533/1137/1138/22895/2555/8938/8618/6853/6532/26258/6622/9751/23413/6512/783/388662/25953/776/127833/22987	91
BP	GO:1902905	positive regulation of supramolecular fiber organization	84/4942	208/18866	5.154194651975574e-6	6.533699691180802e-4	5.25844874400728e-4	7481/4204/22919/1639/4131/5879/55604/10163/5629/387/56907/9948/50507/8976/2764/89848/2316/23647/253260/7046/1073/246/5829/10174/9530/1236/1490/5663/1906/10810/382/5217/85477/5987/79933/27236/5925/3055/5345/22843/7168/10411/6422/55704/342184/5058/4733/10602/4233/643338/25802/10096/10094/88/133746/6385/54361/11075/2185/1739/7016/4088/57026/5341/9026/2242/9639/11034/961/3397/51466/9793/9647/10788/2241/6356/4771/285590/9037/8477/23116/2017/23075/6249	84
BP	GO:0021542	dentate gyrus development	13/4942	16/18866	6.582348240644895e-6	8.055943308330373e-4	6.483580050161116e-4	1021/5629/55079/2018/6608/66000/7101/79969/63974/51176/7832/4760/4009	13
BP	GO:0045785	positive regulation of cell adhesion	153/4942	428/18866	6.604253601570143e-6	8.055943308330373e-4	6.483580050161116e-4	84978/51571/27177/10563/1021/2526/7292/1605/1803/5879/2113/55604/11221/10326/2056/79679/6541/11148/387/10288/91663/857/3976/811/5724/3479/5788/6288/6239/51144/2534/948/285613/7264/2316/9806/201627/5034/64115/920/6387/2013/246/2529/3458/7037/604/3572/1398/3728/8740/2319/10725/9530/1012/1236/960/7124/6666/30835/11078/6659/975/64332/2064/283234/1435/865/3707/7525/4739/5345/3952/5970/2932/255743/7168/6251/50943/2651/284/27185/5062/3586/3142/6422/57669/8754/342184/5058/5781/57178/8546/51176/9840/2243/7474/3932/7402/5530/29126/3566/8013/5578/2625/7010/177/864/3685/9265/3655/10385/8728/6385/8631/3113/54361/2185/100/25975/4088/1295/3592/3280/3654/55423/961/9580/64094/6789/6093/54518/8613/2523/84466/9647/26191/3600/140885/9093/463/10630/1949/5063/10370/4602/4284/1604/3481/64127/151888/4092/940	153
BP	GO:0001654	eye development	139/4942	384/18866	8.2629241571922e-6	9.89255642152733e-4	7.961722048538217e-4	578/28996/2782/84189/1969/9839/639/5087/6498/8076/775/5818/23322/57030/4915/2201/10586/1290/79977/1641/5629/2202/93986/43/200734/8854/118427/4628/23554/659/84465/8289/5158/6664/25836/6774/4763/25932/9355/6247/27151/7046/2823/4094/5458/658/5584/7101/835/6935/130916/220202/1826/4212/23657/5663/157506/7068/56917/388552/55212/3208/91851/30812/57835/64919/490/80184/6496/1745/64220/356/55636/23363/6662/23047/652/4149/3150/10218/6670/7474/1181/5080/2200/2296/84287/4286/22931/23094/8322/170692/10765/64093/2625/116039/6096/341640/1543/1956/1019/7490/56890/25945/65979/221391/348980/5145/1739/22926/10220/4088/114789/1295/668/1497/4544/5316/493/357/7291/4853/204851/10319/23418/27077/3725/4771/285590/55714/60436/4284/58158/112724/2247/23210/4760/6010/146862	139
BP	GO:0050806	positive regulation of synaptic transmission	71/4942	172/18866	1.1096335064798386e-5	0.001304323748980392	0.0010497451526372903	22871/4204/2903/5999/22941/2043/23316/107/4915/27020/1268/10288/25769/7143/1742/5270/148/112755/10368/4763/9378/1815/112476/7101/2905/5621/5865/135/409/4311/7124/26045/9746/51304/6844/57616/18/9495/2932/84062/784/729956/9783/55607/2332/6543/6857/116/2898/152404/10769/177/6507/5594/1956/2902/2185/27065/57555/59283/3799/9001/8938/23237/23385/54915/1385/783/4900/5743/776	71
BP	GO:0110020	regulation of actomyosin structure organization	47/4942	102/18866	1.1558839790132193e-5	0.0013344267722000826	0.0010739726519290117	7481/4208/5879/55604/10391/10163/5629/387/50507/4089/7046/5829/10174/9530/1490/1906/1894/5217/79933/5734/8500/5345/22843/7168/51763/5062/10411/6422/55704/5058/55607/4233/3925/11214/10395/6385/54361/7016/4088/9639/961/6093/51466/9647/4771/285590/8477	47
BP	GO:0007159	leukocyte cell-cell adhesion	132/4942	364/18866	1.2445133900271166e-5	0.0014115401871097034	0.0011360350298991759	2650/10507/51571/27177/2526/7292/1803/5879/7369/2113/11221/10326/2056/79679/3123/80762/6541/11148/387/10288/857/10875/9231/10332/5724/3479/5771/5788/1845/5465/58494/83706/2534/2267/7264/64115/920/6387/2529/3458/7037/604/3572/5621/149041/135/8740/2319/10725/1236/4907/960/7124/119/6666/30835/9750/6659/975/64332/2064/11146/283234/27242/865/3707/64844/7525/3952/5970/836/5573/50943/4478/5062/3586/3142/652/84830/5058/5781/57178/8546/51176/9840/3932/634/29126/3566/8013/2625/177/864/384/2213/10385/54900/6385/8631/3113/6793/100/1739/2615/8379/3592/3280/64116/3654/6402/375056/55423/961/9580/6093/55824/26191/3600/140885/26279/9093/6693/10690/1949/5063/4602/1604/3481/64127/151888/4092/940	132
BP	GO:0110053	regulation of actin filament organization	105/4942	278/18866	1.3299540132355696e-5	0.00148244011992551	0.0011930966764833796	7481/51571/5999/85464/5879/55604/10391/10163/387/81553/91663/56907/9948/50507/8976/2764/829/89848/286527/2316/23647/253260/7046/1073/6387/246/5829/10174/343578/57704/9530/1236/6840/1490/119/11078/10810/382/5217/85477/5987/79933/27236/5734/3055/8500/54942/5345/22843/2314/7168/5071/51763/5062/10411/6422/55704/342184/5058/3059/55607/10602/4233/6709/643338/25802/3925/10096/10094/88/133746/54961/10395/6385/54361/10456/2185/1739/7016/4088/57026/5341/9026/9639/11034/120/6711/961/3397/6093/51466/163782/9647/10788/2241/6356/4771/51474/285590/9037/8477/5063/2017/23075/5756	105
BP	GO:0031346	positive regulation of cell projection organization	141/4942	394/18866	1.4008775631040464e-5	0.0015075337151809942	0.0012132924905995286	10507/22849/22871/79647/1272/9839/9175/989/6498/9798/57698/4131/22941/2043/5879/6092/55604/23316/51762/4915/2056/27020/10163/1946/1268/5048/57154/387/25940/9231/1742/49856/1954/57554/26052/950/659/8976/54700/3064/140578/158297/6239/2534/8536/324/2281/8724/57118/3706/4135/22902/7046/2823/1857/6387/5458/5362/2011/5584/8482/27/22906/5754/6993/4058/1236/54443/91584/1826/5663/7852/57451/9750/84079/2803/162427/5906/7436/29993/65981/54149/5071/27185/9760/8153/23363/55704/9638/5058/10494/55607/23394/6845/2332/7474/163404/10602/9693/7074/23327/643338/6857/116/8322/23426/10096/2042/64764/3655/4830/5587/11075/8837/2185/158866/2242/9001/10154/57463/2660/322/29904/7224/81565/8766/57498/55754/23300/9037/10690/2889/5063/482/23129/55714/64787/127833/26259/5756/9373	141
BP	GO:0048880	sensory system development	141/4942	394/18866	1.4008775631040464e-5	0.0015075337151809942	0.0012132924905995286	578/28996/2782/84189/1969/9839/639/5087/6498/8076/775/5818/23322/57030/4915/2201/10586/1290/79977/1641/5629/2202/93986/43/200734/8854/118427/4628/23554/659/84465/8289/5158/6664/25836/6774/4763/25932/9355/6247/27151/7046/2823/4094/5458/658/5584/7101/835/6935/130916/220202/1826/4212/23657/5663/157506/7068/56917/388552/55212/3208/91851/30812/57835/64919/490/80184/6496/1745/64220/356/55636/23363/6662/23047/652/4149/3150/10218/6670/7474/1181/8929/5080/2200/2296/84287/4286/22931/23094/8322/170692/10765/64093/2625/116039/6096/341640/1543/1956/1019/7490/56890/25945/65979/221391/348980/5145/1739/22926/10220/4088/114789/1295/668/1497/4544/124842/5316/493/357/7291/4853/204851/10319/23418/27077/3725/4771/285590/55714/60436/4284/58158/112724/2247/23210/4760/6010/146862	141
